Area Abbreviation,Area Code,Area,Item Code,Item,Element Code,Element,Unit,latitude,longitude,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970
ATG,8,Antigua and Barbuda,2645,"Spices, Other",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2655,Wine,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2656,Beer,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,1,1,1,1,1
ATG,8,Antigua and Barbuda,2657,"Beverages, Fermented",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,1
ATG,8,Antigua and Barbuda,2731,Bovine Meat,5142,Food,1000 tonnes,17.06,-61.8,1,1,1,1,1,1,1,0,1,1
ATG,8,Antigua and Barbuda,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2733,Pigmeat,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,1,0,0,0,1
ATG,8,Antigua and Barbuda,2734,Poultry Meat,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,1,1,1,1,1
ATG,8,Antigua and Barbuda,2735,"Meat, Other",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2736,"Offals, Edible",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2740,"Butter, Ghee",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2743,Cream,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2781,"Fish, Body Oil",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2782,"Fish, Liver Oil",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2744,Eggs,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,17.06,-61.8,6,5,5,5,5,4,5,5,6,6
ATG,8,Antigua and Barbuda,2761,Freshwater Fish,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2762,Demersal Fish,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2763,Pelagic Fish,5521,Feed,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2763,Pelagic Fish,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2764,"Marine Fish, Other",5521,Feed,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,1
ATG,8,Antigua and Barbuda,2764,"Marine Fish, Other",5142,Food,1000 tonnes,17.06,-61.8,2,2,2,2,2,2,2,2,2,2
ATG,8,Antigua and Barbuda,2765,Crustaceans,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2766,Cephalopods,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2767,"Molluscs, Other",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2775,Aquatic Plants,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2680,Infant food,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,17.06,-61.8,1,1,1,1,1,0,0,1,0,0
ATG,8,Antigua and Barbuda,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,17.06,-61.8,6,6,6,7,7,6,4,5,5,5
ATG,8,Antigua and Barbuda,2907,Starchy Roots,5521,Feed,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2907,Starchy Roots,5142,Food,1000 tonnes,17.06,-61.8,1,1,1,1,1,1,1,1,1,1
ATG,8,Antigua and Barbuda,2908,Sugar Crops,5521,Feed,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,17.06,-61.8,23,24,29,23,17,11,8,4,7,8
ATG,8,Antigua and Barbuda,2911,Pulses,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2912,Treenuts,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2913,Oilcrops,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2914,Vegetable Oils,5142,Food,1000 tonnes,17.06,-61.8,0,1,1,1,1,1,1,1,1,1
ATG,8,Antigua and Barbuda,2918,Vegetables,5142,Food,1000 tonnes,17.06,-61.8,0,0,1,1,1,1,1,1,1,2
ATG,8,Antigua and Barbuda,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,17.06,-61.8,6,6,6,6,6,8,8,8,8,9
ATG,8,Antigua and Barbuda,2922,Stimulants,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2923,Spices,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2924,Alcoholic Beverages,5142,Food,1000 tonnes,17.06,-61.8,0,1,1,1,1,1,1,1,2,2
ATG,8,Antigua and Barbuda,2943,Meat,5142,Food,1000 tonnes,17.06,-61.8,1,1,1,1,1,2,2,2,2,2
ATG,8,Antigua and Barbuda,2945,Offals,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2946,Animal fats,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2949,Eggs,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,17.06,-61.8,6,5,5,5,5,4,5,5,6,6
ATG,8,Antigua and Barbuda,2960,"Fish, Seafood",5521,Feed,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,1
ATG,8,Antigua and Barbuda,2960,"Fish, Seafood",5142,Food,1000 tonnes,17.06,-61.8,2,2,2,2,2,2,2,2,2,2
ATG,8,Antigua and Barbuda,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ATG,8,Antigua and Barbuda,2928,Miscellaneous,5142,Food,1000 tonnes,17.06,-61.8,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2511,Wheat and products,5521,Feed,1000 tonnes,-38.42,-63.62,77,70,95,110,105,90,150,200,150,125
ARG,9,Argentina,2511,Wheat and products,5142,Food,1000 tonnes,-38.42,-63.62,2652,2746,2786,2853,2880,2714,2764,2811,2689,2959
ARG,9,Argentina,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-38.42,-63.62,77,70,91,106,118,41,81,111,131,147
ARG,9,Argentina,2513,Barley and products,5521,Feed,1000 tonnes,-38.42,-63.62,267,192,228,175,194,177,245,206,206,190
ARG,9,Argentina,2513,Barley and products,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2514,Maize and products,5521,Feed,1000 tonnes,-38.42,-63.62,2798,1954,1589,1654,1982,2885,2929,3032,3162,3296
ARG,9,Argentina,2514,Maize and products,5142,Food,1000 tonnes,-38.42,-63.62,59,61,62,63,65,66,68,68,64,62
ARG,9,Argentina,2515,Rye and products,5521,Feed,1000 tonnes,-38.42,-63.62,134,131,289,288,193,109,102,109,145,164
ARG,9,Argentina,2515,Rye and products,5142,Food,1000 tonnes,-38.42,-63.62,3,3,2,2,5,3,2,3,2,3
ARG,9,Argentina,2516,Oats,5521,Feed,1000 tonnes,-38.42,-63.62,110,120,208,256,381,248,90,111,166,38
ARG,9,Argentina,2516,Oats,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,3,0,0,0,0,0
ARG,9,Argentina,2517,Millet and products,5521,Feed,1000 tonnes,-38.42,-63.62,21,24,24,21,21,23,17,64,65,37
ARG,9,Argentina,2518,Sorghum and products,5521,Feed,1000 tonnes,-38.42,-63.62,1145,1091,604,774,835,1352,1027,1415,1162,1942
ARG,9,Argentina,2520,"Cereals, Other",5521,Feed,1000 tonnes,-38.42,-63.62,9,4,14,15,10,4,11,9,9,6
ARG,9,Argentina,2520,"Cereals, Other",5142,Food,1000 tonnes,-38.42,-63.62,15,13,14,15,13,15,19,14,15,3
ARG,9,Argentina,2532,Cassava and products,5521,Feed,1000 tonnes,-38.42,-63.62,112,122,116,120,130,120,115,93,112,109
ARG,9,Argentina,2532,Cassava and products,5142,Food,1000 tonnes,-38.42,-63.62,95,102,97,101,109,102,164,158,165,159
ARG,9,Argentina,2531,Potatoes and products,5142,Food,1000 tonnes,-38.42,-63.62,1700,1007,1162,1193,2075,1190,1439,1570,1881,1877
ARG,9,Argentina,2533,Sweet potatoes,5142,Food,1000 tonnes,-38.42,-63.62,357,336,336,314,313,333,408,349,441,403
ARG,9,Argentina,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,-38.42,-63.62,783,748,561,859,791,856,882,879,891,985
ARG,9,Argentina,2543,"Sweeteners, Other",5142,Food,1000 tonnes,-38.42,-63.62,34,35,36,38,39,40,41,40,43,43
ARG,9,Argentina,2745,Honey,5142,Food,1000 tonnes,-38.42,-63.62,3,2,5,3,4,4,3,3,3,4
ARG,9,Argentina,2546,Beans,5142,Food,1000 tonnes,-38.42,-63.62,29,14,20,23,19,7,8,10,12,9
ARG,9,Argentina,2547,Peas,5142,Food,1000 tonnes,-38.42,-63.62,15,19,20,12,20,17,15,15,14,10
ARG,9,Argentina,2549,"Pulses, Other and products",5142,Food,1000 tonnes,-38.42,-63.62,12,12,16,21,15,15,15,13,11,13
ARG,9,Argentina,2551,Nuts and products,5142,Food,1000 tonnes,-38.42,-63.62,7,6,6,6,7,8,7,10,10,9
ARG,9,Argentina,2555,Soyabeans,5521,Feed,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2555,Soyabeans,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2556,Groundnuts (Shelled Eq),5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2558,Rape and Mustardseed,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2560,Coconuts - Incl Copra,5142,Food,1000 tonnes,-38.42,-63.62,3,2,2,4,3,5,2,4,5,3
ARG,9,Argentina,2561,Sesame seed,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2563,Olives (including preserved),5142,Food,1000 tonnes,-38.42,-63.62,5,5,5,5,6,4,4,4,4,4
ARG,9,Argentina,2570,"Oilcrops, Other",5521,Feed,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,1,0,2
ARG,9,Argentina,2570,"Oilcrops, Other",5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2571,Soyabean Oil,5142,Food,1000 tonnes,-38.42,-63.62,0,0,1,7,13,1,0,2,3,3
ARG,9,Argentina,2572,Groundnut Oil,5142,Food,1000 tonnes,-38.42,-63.62,5,12,19,23,22,24,24,20,13,14
ARG,9,Argentina,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,-38.42,-63.62,114,162,160,168,182,255,247,268,269,257
ARG,9,Argentina,2574,Rape and Mustard Oil,5142,Food,1000 tonnes,-38.42,-63.62,1,1,1,2,2,0,0,1,1,0
ARG,9,Argentina,2575,Cottonseed Oil,5142,Food,1000 tonnes,-38.42,-63.62,22,17,23,22,21,15,35,12,33,24
ARG,9,Argentina,2578,Coconut Oil,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2579,Sesameseed Oil,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2580,Olive Oil,5142,Food,1000 tonnes,-38.42,-63.62,0,1,1,0,7,3,3,7,6,6
ARG,9,Argentina,2582,Maize Germ Oil,5142,Food,1000 tonnes,-38.42,-63.62,3,3,2,3,3,3,3,3,4,4
ARG,9,Argentina,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2601,Tomatoes and products,5142,Food,1000 tonnes,-38.42,-63.62,267,271,236,357,276,281,307,286,330,334
ARG,9,Argentina,2602,Onions,5142,Food,1000 tonnes,-38.42,-63.62,177,183,199,194,203,200,191,204,216,205
ARG,9,Argentina,2605,"Vegetables, Other",5521,Feed,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2605,"Vegetables, Other",5142,Food,1000 tonnes,-38.42,-63.62,1271,1316,1246,1256,1329,1330,1428,1374,1410,1431
ARG,9,Argentina,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,-38.42,-63.62,665,634,640,663,500,732,699,757,964,1012
ARG,9,Argentina,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,-38.42,-63.62,81,76,73,74,66,83,69,166,180,188
ARG,9,Argentina,2613,Grapefruit and products,5142,Food,1000 tonnes,-38.42,-63.62,37,44,46,56,67,80,78,78,105,122
ARG,9,Argentina,2615,Bananas,5142,Food,1000 tonnes,-38.42,-63.62,208,208,186,216,212,258,254,183,264,361
ARG,9,Argentina,2616,Plantains,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2617,Apples and products,5142,Food,1000 tonnes,-38.42,-63.62,237,189,196,210,253,192,233,176,159,213
ARG,9,Argentina,2618,Pineapples and products,5142,Food,1000 tonnes,-38.42,-63.62,19,14,12,17,23,21,10,14,22,16
ARG,9,Argentina,2619,Dates,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,-38.42,-63.62,74,73,85,110,88,90,108,108,95,90
ARG,9,Argentina,2625,"Fruits, Other",5142,Food,1000 tonnes,-38.42,-63.62,293,305,272,254,327,223,339,347,376,362
ARG,9,Argentina,2630,Coffee and products,5142,Food,1000 tonnes,-38.42,-63.62,35,29,29,31,30,34,33,34,34,35
ARG,9,Argentina,2633,Cocoa Beans and products,5142,Food,1000 tonnes,-38.42,-63.62,7,7,6,9,11,12,8,9,8,10
ARG,9,Argentina,2635,Tea (including mate),5142,Food,1000 tonnes,-38.42,-63.62,171,166,148,158,149,136,120,123,109,122
ARG,9,Argentina,2640,Pepper,5142,Food,1000 tonnes,-38.42,-63.62,1,1,1,1,1,1,1,1,1,1
ARG,9,Argentina,2641,Pimento,5142,Food,1000 tonnes,-38.42,-63.62,2,2,2,2,2,2,2,2,3,2
ARG,9,Argentina,2642,Cloves,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2645,"Spices, Other",5142,Food,1000 tonnes,-38.42,-63.62,0,0,1,1,0,0,1,1,1,1
ARG,9,Argentina,2655,Wine,5142,Food,1000 tonnes,-38.42,-63.62,1642,1800,1932,1914,1969,1914,2029,2120,2163,2276
ARG,9,Argentina,2656,Beer,5142,Food,1000 tonnes,-38.42,-63.62,194,199,174,172,249,226,250,301,317,306
ARG,9,Argentina,2657,"Beverages, Fermented",5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,-38.42,-63.62,83,90,100,100,104,99,97,90,90,89
ARG,9,Argentina,2731,Bovine Meat,5142,Food,1000 tonnes,-38.42,-63.62,1749,1834,1874,1435,1493,1735,1825,1954,2115,1956
ARG,9,Argentina,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,-38.42,-63.62,145,137,123,128,146,150,160,185,165,152
ARG,9,Argentina,2733,Pigmeat,5142,Food,1000 tonnes,-38.42,-63.62,182,156,148,149,211,221,211,182,204,208
ARG,9,Argentina,2734,Poultry Meat,5142,Food,1000 tonnes,-38.42,-63.62,43,51,62,85,128,122,126,139,146,187
ARG,9,Argentina,2735,"Meat, Other",5142,Food,1000 tonnes,-38.42,-63.62,19,17,18,27,22,20,19,14,20,20
ARG,9,Argentina,2736,"Offals, Edible",5142,Food,1000 tonnes,-38.42,-63.62,171,181,181,149,159,179,189,189,201,200
ARG,9,Argentina,2740,"Butter, Ghee",5142,Food,1000 tonnes,-38.42,-63.62,41,38,37,40,35,40,35,39,31,34
ARG,9,Argentina,2743,Cream,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,-38.42,-63.62,39,40,43,44,52,45,48,43,44,43
ARG,9,Argentina,2781,"Fish, Body Oil",5521,Feed,1000 tonnes,-38.42,-63.62,0,0,1,1,0,0,0,2,0,0
ARG,9,Argentina,2781,"Fish, Body Oil",5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2782,"Fish, Liver Oil",5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2744,Eggs,5142,Food,1000 tonnes,-38.42,-63.62,183,146,124,131,140,142,139,152,154,163
ARG,9,Argentina,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,-38.42,-63.62,95,68,95,83,89,160,157,172,186,125
ARG,9,Argentina,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-38.42,-63.62,2807,2945,3113,3338,3304,3677,3432,3901,3819,3731
ARG,9,Argentina,2761,Freshwater Fish,5521,Feed,1000 tonnes,-38.42,-63.62,8,0,0,0,0,0,0,3,1,0
ARG,9,Argentina,2761,Freshwater Fish,5142,Food,1000 tonnes,-38.42,-63.62,5,4,5,9,8,6,8,6,7,4
ARG,9,Argentina,2762,Demersal Fish,5521,Feed,1000 tonnes,-38.42,-63.62,0,1,0,0,25,82,73,34,52,44
ARG,9,Argentina,2762,Demersal Fish,5142,Food,1000 tonnes,-38.42,-63.62,48,54,67,103,95,81,72,70,59,66
ARG,9,Argentina,2763,Pelagic Fish,5521,Feed,1000 tonnes,-38.42,-63.62,0,0,0,8,71,16,7,51,22,23
ARG,9,Argentina,2763,Pelagic Fish,5142,Food,1000 tonnes,-38.42,-63.62,27,23,31,29,35,38,26,37,34,30
ARG,9,Argentina,2764,"Marine Fish, Other",5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2765,Crustaceans,5142,Food,1000 tonnes,-38.42,-63.62,1,1,1,1,1,1,1,1,2,1
ARG,9,Argentina,2766,Cephalopods,5142,Food,1000 tonnes,-38.42,-63.62,1,1,1,1,2,4,5,6,3,5
ARG,9,Argentina,2767,"Molluscs, Other",5142,Food,1000 tonnes,-38.42,-63.62,5,5,6,7,7,7,7,10,14,20
ARG,9,Argentina,2769,"Aquatic Animals, Others",5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2775,Aquatic Plants,5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-38.42,-63.62,4561,3585,3052,3293,3722,4888,4572,5146,5065,5798
ARG,9,Argentina,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-38.42,-63.62,2806,2892,2956,3039,3084,2839,2934,3007,2901,3174
ARG,9,Argentina,2907,Starchy Roots,5521,Feed,1000 tonnes,-38.42,-63.62,112,122,116,120,130,120,115,93,112,109
ARG,9,Argentina,2907,Starchy Roots,5142,Food,1000 tonnes,-38.42,-63.62,2152,1445,1596,1608,2497,1625,2011,2077,2487,2439
ARG,9,Argentina,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,-38.42,-63.62,820,785,601,899,833,900,926,923,938,1032
ARG,9,Argentina,2911,Pulses,5142,Food,1000 tonnes,-38.42,-63.62,55,45,57,56,54,38,38,37,37,33
ARG,9,Argentina,2912,Treenuts,5142,Food,1000 tonnes,-38.42,-63.62,7,6,6,6,7,8,7,10,10,9
ARG,9,Argentina,2913,Oilcrops,5521,Feed,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,1,0,2
ARG,9,Argentina,2913,Oilcrops,5142,Food,1000 tonnes,-38.42,-63.62,8,7,7,9,9,9,7,8,9,7
ARG,9,Argentina,2914,Vegetable Oils,5142,Food,1000 tonnes,-38.42,-63.62,146,195,208,225,251,301,313,313,328,310
ARG,9,Argentina,2918,Vegetables,5521,Feed,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARG,9,Argentina,2918,Vegetables,5142,Food,1000 tonnes,-38.42,-63.62,1715,1770,1681,1808,1808,1811,1926,1864,1956,1971
ARG,9,Argentina,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-38.42,-63.62,1615,1542,1509,1599,1535,1678,1791,1828,2166,2365
ARG,9,Argentina,2922,Stimulants,5142,Food,1000 tonnes,-38.42,-63.62,214,203,183,199,189,182,160,167,151,167
ARG,9,Argentina,2923,Spices,5142,Food,1000 tonnes,-38.42,-63.62,3,3,3,3,3,3,4,4,5,4
ARG,9,Argentina,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-38.42,-63.62,1919,2089,2206,2186,2323,2239,2375,2511,2570,2672
ARG,9,Argentina,2943,Meat,5142,Food,1000 tonnes,-38.42,-63.62,2138,2194,2224,1825,2000,2249,2341,2473,2651,2524
ARG,9,Argentina,2945,Offals,5142,Food,1000 tonnes,-38.42,-63.62,171,181,181,149,159,179,189,189,201,200
ARG,9,Argentina,2946,Animal fats,5521,Feed,1000 tonnes,-38.42,-63.62,0,0,1,1,0,0,0,2,0,0
ARG,9,Argentina,2946,Animal fats,5142,Food,1000 tonnes,-38.42,-63.62,80,78,80,84,87,86,83,82,76,77
ARG,9,Argentina,2949,Eggs,5142,Food,1000 tonnes,-38.42,-63.62,183,146,124,131,140,142,139,152,154,163
ARG,9,Argentina,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,-38.42,-63.62,95,68,95,83,89,160,157,172,186,125
ARG,9,Argentina,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-38.42,-63.62,2807,2945,3113,3338,3304,3677,3432,3901,3819,3731
ARG,9,Argentina,2960,"Fish, Seafood",5521,Feed,1000 tonnes,-38.42,-63.62,8,1,0,8,96,98,80,88,75,66
ARG,9,Argentina,2960,"Fish, Seafood",5142,Food,1000 tonnes,-38.42,-63.62,87,88,111,150,148,137,120,130,119,127
ARG,9,Argentina,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,-38.42,-63.62,0,0,0,0,0,0,0,0,0,0
ARM,1,Armenia,2511,Wheat and products,5521,Feed,1000 tonnes,40.07,45.04,4561,3585,3052,3293,3722,4888,4572,5146,5065,5798
ARM,1,Armenia,2511,Wheat and products,5142,Food,1000 tonnes,40.07,45.04,2806,2892,2956,3039,3084,2839,2934,3007,2901,3174
ARM,1,Armenia,2805,Rice (Milled Equivalent),5521,Feed,1000 tonnes,40.07,45.04,112,122,116,120,130,120,115,93,112,109
ARM,1,Armenia,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,40.07,45.04,2152,1445,1596,1608,2497,1625,2011,2077,2487,2439
ARM,1,Armenia,2513,Barley and products,5521,Feed,1000 tonnes,40.07,45.04,820,785,601,899,833,900,926,923,938,1032
ARM,1,Armenia,2513,Barley and products,5142,Food,1000 tonnes,40.07,45.04,55,45,57,56,54,38,38,37,37,33
ARM,1,Armenia,2514,Maize and products,5521,Feed,1000 tonnes,40.07,45.04,7,6,6,6,7,8,7,10,10,9
ARM,1,Armenia,2514,Maize and products,5142,Food,1000 tonnes,40.07,45.04,0,0,0,0,0,0,0,1,0,2
ARM,1,Armenia,2515,Rye and products,5521,Feed,1000 tonnes,40.07,45.04,8,7,7,9,9,9,7,8,9,7
ARM,1,Armenia,2515,Rye and products,5142,Food,1000 tonnes,40.07,45.04,146,195,208,225,251,301,313,313,328,310
ARM,1,Armenia,2516,Oats,5521,Feed,1000 tonnes,40.07,45.04,0,0,0,0,0,0,0,0,0,0
ARM,1,Armenia,2516,Oats,5142,Food,1000 tonnes,40.07,45.04,1715,1770,1681,1808,1808,1811,1926,1864,1956,1971
ARM,1,Armenia,2517,Millet and products,5521,Feed,1000 tonnes,40.07,45.04,1615,1542,1509,1599,1535,1678,1791,1828,2166,2365
ARM,1,Armenia,2518,Sorghum and products,5521,Feed,1000 tonnes,40.07,45.04,214,203,183,199,189,182,160,167,151,167
ARM,1,Armenia,2520,"Cereals, Other",5521,Feed,1000 tonnes,40.07,45.04,3,3,3,3,3,3,4,4,5,4
ARM,1,Armenia,2520,"Cereals, Other",5142,Food,1000 tonnes,40.07,45.04,1919,2089,2206,2186,2323,2239,2375,2511,2570,2672
ARM,1,Armenia,2532,Cassava and products,5521,Feed,1000 tonnes,40.07,45.04,2138,2194,2224,1825,2000,2249,2341,2473,2651,2524
ARM,1,Armenia,2531,Potatoes and products,5521,Feed,1000 tonnes,40.07,45.04,171,181,181,149,159,179,189,189,201,200
ARM,1,Armenia,2531,Potatoes and products,5142,Food,1000 tonnes,40.07,45.04,0,0,1,1,0,0,0,2,0,0
ARM,1,Armenia,2534,"Roots, Other",5521,Feed,1000 tonnes,40.07,45.04,80,78,80,84,87,86,83,82,76,77
ARM,1,Armenia,2537,Sugar beet,5521,Feed,1000 tonnes,40.07,45.04,183,146,124,131,140,142,139,152,154,163
ARM,1,Armenia,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,40.07,45.04,95,68,95,83,89,160,157,172,186,125
ARM,1,Armenia,2543,"Sweeteners, Other",5142,Food,1000 tonnes,40.07,45.04,2807,2945,3113,3338,3304,3677,3432,3901,3819,3731
