Area Abbreviation,Area Code,Area,Item Code,Item,Element Code,Element,Unit,latitude,longitude,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970
AUT,11,Austria,2619,Dates,5142,Food,1000 tonnes,47.52,14.55,1,1,0,0,0,0,0,0,0,0
AUT,11,Austria,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,47.52,14.55,41,48,43,46,50,47,47,46,51,49
AUT,11,Austria,2625,"Fruits, Other",5142,Food,1000 tonnes,47.52,14.55,392,263,327,306,280,296,276,352,299,327
AUT,11,Austria,2630,Coffee and products,5142,Food,1000 tonnes,47.52,14.55,13,14,15,18,17,18,20,22,25,23
AUT,11,Austria,2633,Cocoa Beans and products,5142,Food,1000 tonnes,47.52,14.55,14,13,12,13,17,14,11,11,8,10
AUT,11,Austria,2635,Tea (including mate),5142,Food,1000 tonnes,47.52,14.55,1,1,1,1,1,1,1,1,1,1
AUT,11,Austria,2640,Pepper,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,1,0,1,1
AUT,11,Austria,2641,Pimento,5142,Food,1000 tonnes,47.52,14.55,1,1,1,1,1,1,1,1,1,1
AUT,11,Austria,2642,Cloves,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2645,"Spices, Other",5142,Food,1000 tonnes,47.52,14.55,1,1,1,1,1,1,1,1,1,1
AUT,11,Austria,2655,Wine,5142,Food,1000 tonnes,47.52,14.55,167,170,217,227,226,235,247,249,258,270
AUT,11,Austria,2656,Beer,5142,Food,1000 tonnes,47.52,14.55,577,614,668,672,723,728,762,726,736,749
AUT,11,Austria,2657,"Beverages, Fermented",5142,Food,1000 tonnes,47.52,14.55,5,5,6,6,3,6,7,7,7,9
AUT,11,Austria,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,47.52,14.55,29,19,23,27,18,19,19,21,20,25
AUT,11,Austria,2731,Bovine Meat,5142,Food,1000 tonnes,47.52,14.55,129,144,142,140,135,144,150,156,162,167
AUT,11,Austria,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,47.52,14.55,3,3,3,3,3,2,3,2,2,2
AUT,11,Austria,2733,Pigmeat,5142,Food,1000 tonnes,47.52,14.55,291,300,299,314,320,306,313,318,326,331
AUT,11,Austria,2734,Poultry Meat,5521,Feed,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2734,Poultry Meat,5142,Food,1000 tonnes,47.52,14.55,29,42,46,52,46,53,53,55,56,61
AUT,11,Austria,2735,"Meat, Other",5142,Food,1000 tonnes,47.52,14.55,14,12,11,10,8,8,8,8,7,7
AUT,11,Austria,2736,"Offals, Edible",5142,Food,1000 tonnes,47.52,14.55,25,25,24,26,25,26,27,26,27,27
AUT,11,Austria,2740,"Butter, Ghee",5142,Food,1000 tonnes,47.52,14.55,35,36,37,39,39,42,42,40,42,42
AUT,11,Austria,2743,Cream,5142,Food,1000 tonnes,47.52,14.55,54,55,51,46,40,35,28,25,23,24
AUT,11,Austria,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,47.52,14.55,69,71,71,70,71,68,68,70,70,72
AUT,11,Austria,2781,"Fish, Body Oil",5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2782,"Fish, Liver Oil",5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2744,Eggs,5142,Food,1000 tonnes,47.52,14.55,92,100,100,103,96,97,99,100,100,103
AUT,11,Austria,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,47.52,14.55,1236,1303,1304,1282,1270,1289,1266,1246,1222,1230
AUT,11,Austria,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,47.52,14.55,1553,1545,1556,1591,1602,1573,1622,1673,1611,1603
AUT,11,Austria,2761,Freshwater Fish,5142,Food,1000 tonnes,47.52,14.55,4,5,5,5,6,5,5,4,4,4
AUT,11,Austria,2762,Demersal Fish,5142,Food,1000 tonnes,47.52,14.55,23,25,26,24,25,22,23,25,25,26
AUT,11,Austria,2763,Pelagic Fish,5521,Feed,1000 tonnes,47.52,14.55,119,140,151,182,192,190,227,253,268,286
AUT,11,Austria,2763,Pelagic Fish,5142,Food,1000 tonnes,47.52,14.55,22,22,21,24,25,26,27,26,26,26
AUT,11,Austria,2764,"Marine Fish, Other",5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2765,Crustaceans,5521,Feed,1000 tonnes,47.52,14.55,0,0,0,2,0,0,0,0,1,1
AUT,11,Austria,2765,Crustaceans,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2766,Cephalopods,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2767,"Molluscs, Other",5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,1,1,1,1,1,1
AUT,11,Austria,2769,"Aquatic Animals, Others",5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2775,Aquatic Plants,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2680,Infant food,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,1,1,1,2,1
AUT,11,Austria,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,47.52,14.55,1404,1541,1526,1718,1789,1834,1855,1961,2087,2167
AUT,11,Austria,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,47.52,14.55,951,934,936,926,928,929,904,894,872,889
AUT,11,Austria,2907,Starchy Roots,5521,Feed,1000 tonnes,47.52,14.55,2002,1910,2120,2102,1442,1814,1851,2245,1755,1636
AUT,11,Austria,2907,Starchy Roots,5142,Food,1000 tonnes,47.52,14.55,603,573,594,583,552,566,556,546,526,466
AUT,11,Austria,2909,Sugar & Sweeteners,5521,Feed,1000 tonnes,47.52,14.55,3,5,4,5,4,5,5,5,5,6
AUT,11,Austria,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,47.52,14.55,290,306,288,289,304,298,290,314,271,309
AUT,11,Austria,2911,Pulses,5521,Feed,1000 tonnes,47.52,14.55,4,3,8,8,9,17,18,14,4,4
AUT,11,Austria,2911,Pulses,5142,Food,1000 tonnes,47.52,14.55,5,6,7,5,5,5,6,8,7,8
AUT,11,Austria,2912,Treenuts,5142,Food,1000 tonnes,47.52,14.55,19,18,18,19,17,19,19,24,22,24
AUT,11,Austria,2913,Oilcrops,5521,Feed,1000 tonnes,47.52,14.55,1,1,1,1,1,1,1,1,1,1
AUT,11,Austria,2913,Oilcrops,5142,Food,1000 tonnes,47.52,14.55,4,5,4,4,4,3,3,3,3,4
AUT,11,Austria,2914,Vegetable Oils,5521,Feed,1000 tonnes,47.52,14.55,1,1,1,1,2,1,3,4,2,2
AUT,11,Austria,2914,Vegetable Oils,5142,Food,1000 tonnes,47.52,14.55,54,57,70,76,77,83,83,85,85,90
AUT,11,Austria,2918,Vegetables,5521,Feed,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2918,Vegetables,5142,Food,1000 tonnes,47.52,14.55,473,434,542,516,550,540,518,532,502,505
AUT,11,Austria,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,47.52,14.55,950,853,909,918,739,867,830,845,848,856
AUT,11,Austria,2922,Stimulants,5142,Food,1000 tonnes,47.52,14.55,28,28,29,32,35,33,31,33,33,33
AUT,11,Austria,2923,Spices,5142,Food,1000 tonnes,47.52,14.55,2,2,2,2,3,2,3,3,3,3
AUT,11,Austria,2924,Alcoholic Beverages,5142,Food,1000 tonnes,47.52,14.55,778,808,914,932,970,988,1035,1003,1022,1052
AUT,11,Austria,2943,Meat,5521,Feed,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2943,Meat,5142,Food,1000 tonnes,47.52,14.55,466,501,501,519,511,513,528,539,553,569
AUT,11,Austria,2945,Offals,5142,Food,1000 tonnes,47.52,14.55,25,25,24,26,25,26,27,26,27,27
AUT,11,Austria,2946,Animal fats,5142,Food,1000 tonnes,47.52,14.55,158,162,160,155,150,145,138,135,136,138
AUT,11,Austria,2949,Eggs,5142,Food,1000 tonnes,47.52,14.55,92,100,100,103,96,97,99,100,100,103
AUT,11,Austria,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,47.52,14.55,1236,1303,1304,1282,1270,1289,1266,1246,1222,1230
AUT,11,Austria,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,47.52,14.55,1553,1545,1556,1591,1602,1573,1622,1673,1611,1603
AUT,11,Austria,2960,"Fish, Seafood",5521,Feed,1000 tonnes,47.52,14.55,119,140,151,184,192,190,227,253,269,287
AUT,11,Austria,2960,"Fish, Seafood",5142,Food,1000 tonnes,47.52,14.55,50,52,52,53,56,53,56,56,56,58
AUT,11,Austria,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,0,0,0,0,0
AUT,11,Austria,2928,Miscellaneous,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0,1,1,1,2,1
AZE,52,Azerbaijan,2511,Wheat and products,5521,Feed,1000 tonnes,40.14,47.58,4561,3585,3052,3293,3722,4888,4572,5146,5065,5798
AZE,52,Azerbaijan,2511,Wheat and products,5142,Food,1000 tonnes,40.14,47.58,2806,2892,2956,3039,3084,2839,2934,3007,2901,3174
AZE,52,Azerbaijan,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,40.14,47.58,112,122,116,120,130,120,115,93,112,109
AZE,52,Azerbaijan,2513,Barley and products,5521,Feed,1000 tonnes,40.14,47.58,2152,1445,1596,1608,2497,1625,2011,2077,2487,2439
AZE,52,Azerbaijan,2513,Barley and products,5142,Food,1000 tonnes,40.14,47.58,820,785,601,899,833,900,926,923,938,1032
AZE,52,Azerbaijan,2514,Maize and products,5521,Feed,1000 tonnes,40.14,47.58,55,45,57,56,54,38,38,37,37,33
AZE,52,Azerbaijan,2514,Maize and products,5142,Food,1000 tonnes,40.14,47.58,7,6,6,6,7,8,7,10,10,9
AZE,52,Azerbaijan,2515,Rye and products,5521,Feed,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,1,0,2
AZE,52,Azerbaijan,2515,Rye and products,5142,Food,1000 tonnes,40.14,47.58,8,7,7,9,9,9,7,8,9,7
AZE,52,Azerbaijan,2516,Oats,5521,Feed,1000 tonnes,40.14,47.58,146,195,208,225,251,301,313,313,328,310
AZE,52,Azerbaijan,2516,Oats,5142,Food,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,0,0,0
AZE,52,Azerbaijan,2517,Millet and products,5521,Feed,1000 tonnes,40.14,47.58,1715,1770,1681,1808,1808,1811,1926,1864,1956,1971
AZE,52,Azerbaijan,2518,Sorghum and products,5521,Feed,1000 tonnes,40.14,47.58,1615,1542,1509,1599,1535,1678,1791,1828,2166,2365
AZE,52,Azerbaijan,2520,"Cereals, Other",5521,Feed,1000 tonnes,40.14,47.58,214,203,183,199,189,182,160,167,151,167
AZE,52,Azerbaijan,2520,"Cereals, Other",5142,Food,1000 tonnes,40.14,47.58,3,3,3,3,3,3,4,4,5,4
AZE,52,Azerbaijan,2532,Cassava and products,5521,Feed,1000 tonnes,40.14,47.58,1919,2089,2206,2186,2323,2239,2375,2511,2570,2672
AZE,52,Azerbaijan,2531,Potatoes and products,5521,Feed,1000 tonnes,40.14,47.58,2138,2194,2224,1825,2000,2249,2341,2473,2651,2524
AZE,52,Azerbaijan,2531,Potatoes and products,5142,Food,1000 tonnes,40.14,47.58,171,181,181,149,159,179,189,189,201,200
AZE,52,Azerbaijan,2534,"Roots, Other",5521,Feed,1000 tonnes,40.14,47.58,0,0,1,1,0,0,0,2,0,0
AZE,52,Azerbaijan,2534,"Roots, Other",5142,Food,1000 tonnes,40.14,47.58,80,78,80,84,87,86,83,82,76,77
AZE,52,Azerbaijan,2537,Sugar beet,5521,Feed,1000 tonnes,40.14,47.58,183,146,124,131,140,142,139,152,154,163
AZE,52,Azerbaijan,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,40.14,47.58,95,68,95,83,89,160,157,172,186,125
AZE,52,Azerbaijan,2543,"Sweeteners, Other",5142,Food,1000 tonnes,40.14,47.58,2807,2945,3113,3338,3304,3677,3432,3901,3819,3731
AZE,52,Azerbaijan,2745,Honey,5142,Food,1000 tonnes,40.14,47.58,8,1,0,8,96,98,80,88,75,66
AZE,52,Azerbaijan,2546,Beans,5521,Feed,1000 tonnes,40.14,47.58,87,88,111,150,148,137,120,130,119,127
AZE,52,Azerbaijan,2546,Beans,5142,Food,1000 tonnes,40.14,47.58,4561,3585,3052,3293,3722,4888,4572,5146,5065,5798
AZE,52,Azerbaijan,2547,Peas,5521,Feed,1000 tonnes,40.14,47.58,2806,2892,2956,3039,3084,2839,2934,3007,2901,3174
AZE,52,Azerbaijan,2549,"Pulses, Other and products",5521,Feed,1000 tonnes,40.14,47.58,112,122,116,120,130,120,115,93,112,109
AZE,52,Azerbaijan,2549,"Pulses, Other and products",5142,Food,1000 tonnes,40.14,47.58,2152,1445,1596,1608,2497,1625,2011,2077,2487,2439
AZE,52,Azerbaijan,2551,Nuts and products,5142,Food,1000 tonnes,40.14,47.58,820,785,601,899,833,900,926,923,938,1032
AZE,52,Azerbaijan,2555,Soyabeans,5521,Feed,1000 tonnes,40.14,47.58,55,45,57,56,54,38,38,37,37,33
AZE,52,Azerbaijan,2555,Soyabeans,5142,Food,1000 tonnes,40.14,47.58,7,6,6,6,7,8,7,10,10,9
AZE,52,Azerbaijan,2556,Groundnuts (Shelled Eq),5142,Food,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,1,0,2
AZE,52,Azerbaijan,2557,Sunflower seed,5521,Feed,1000 tonnes,40.14,47.58,8,7,7,9,9,9,7,8,9,7
AZE,52,Azerbaijan,2558,Rape and Mustardseed,5142,Food,1000 tonnes,40.14,47.58,146,195,208,225,251,301,313,313,328,310
AZE,52,Azerbaijan,2559,Cottonseed,5521,Feed,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,0,0,0
AZE,52,Azerbaijan,2560,Coconuts - Incl Copra,5142,Food,1000 tonnes,40.14,47.58,1715,1770,1681,1808,1808,1811,1926,1864,1956,1971
AZE,52,Azerbaijan,2563,Olives (including preserved),5142,Food,1000 tonnes,40.14,47.58,1615,1542,1509,1599,1535,1678,1791,1828,2166,2365
AZE,52,Azerbaijan,2570,"Oilcrops, Other",5521,Feed,1000 tonnes,40.14,47.58,214,203,183,199,189,182,160,167,151,167
AZE,52,Azerbaijan,2571,Soyabean Oil,5142,Food,1000 tonnes,40.14,47.58,3,3,3,3,3,3,4,4,5,4
AZE,52,Azerbaijan,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,40.14,47.58,1919,2089,2206,2186,2323,2239,2375,2511,2570,2672
AZE,52,Azerbaijan,2574,Rape and Mustard Oil,5142,Food,1000 tonnes,40.14,47.58,2138,2194,2224,1825,2000,2249,2341,2473,2651,2524
AZE,52,Azerbaijan,2575,Cottonseed Oil,5142,Food,1000 tonnes,40.14,47.58,171,181,181,149,159,179,189,189,201,200
AZE,52,Azerbaijan,2577,Palm Oil,5142,Food,1000 tonnes,40.14,47.58,0,0,1,1,0,0,0,2,0,0
AZE,52,Azerbaijan,2578,Coconut Oil,5142,Food,1000 tonnes,40.14,47.58,80,78,80,84,87,86,83,82,76,77
AZE,52,Azerbaijan,2579,Sesameseed Oil,5142,Food,1000 tonnes,40.14,47.58,183,146,124,131,140,142,139,152,154,163
AZE,52,Azerbaijan,2580,Olive Oil,5142,Food,1000 tonnes,40.14,47.58,95,68,95,83,89,160,157,172,186,125
AZE,52,Azerbaijan,2582,Maize Germ Oil,5142,Food,1000 tonnes,40.14,47.58,2807,2945,3113,3338,3304,3677,3432,3901,3819,3731
AZE,52,Azerbaijan,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,40.14,47.58,8,1,0,8,96,98,80,88,75,66
AZE,52,Azerbaijan,2601,Tomatoes and products,5142,Food,1000 tonnes,40.14,47.58,87,88,111,150,148,137,120,130,119,127
AZE,52,Azerbaijan,2602,Onions,5142,Food,1000 tonnes,40.14,47.58,4561,3585,3052,3293,3722,4888,4572,5146,5065,5798
AZE,52,Azerbaijan,2605,"Vegetables, Other",5521,Feed,1000 tonnes,40.14,47.58,2806,2892,2956,3039,3084,2839,2934,3007,2901,3174
AZE,52,Azerbaijan,2605,"Vegetables, Other",5142,Food,1000 tonnes,40.14,47.58,112,122,116,120,130,120,115,93,112,109
AZE,52,Azerbaijan,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,40.14,47.58,2152,1445,1596,1608,2497,1625,2011,2077,2487,2439
AZE,52,Azerbaijan,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,40.14,47.58,820,785,601,899,833,900,926,923,938,1032
AZE,52,Azerbaijan,2613,Grapefruit and products,5142,Food,1000 tonnes,40.14,47.58,55,45,57,56,54,38,38,37,37,33
AZE,52,Azerbaijan,2614,"Citrus, Other",5142,Food,1000 tonnes,40.14,47.58,7,6,6,6,7,8,7,10,10,9
AZE,52,Azerbaijan,2615,Bananas,5142,Food,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,1,0,2
AZE,52,Azerbaijan,2616,Plantains,5142,Food,1000 tonnes,40.14,47.58,8,7,7,9,9,9,7,8,9,7
AZE,52,Azerbaijan,2617,Apples and products,5142,Food,1000 tonnes,40.14,47.58,146,195,208,225,251,301,313,313,328,310
AZE,52,Azerbaijan,2618,Pineapples and products,5142,Food,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,0,0,0
AZE,52,Azerbaijan,2619,Dates,5142,Food,1000 tonnes,40.14,47.58,1715,1770,1681,1808,1808,1811,1926,1864,1956,1971
AZE,52,Azerbaijan,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,40.14,47.58,1615,1542,1509,1599,1535,1678,1791,1828,2166,2365
AZE,52,Azerbaijan,2625,"Fruits, Other",5142,Food,1000 tonnes,40.14,47.58,214,203,183,199,189,182,160,167,151,167
AZE,52,Azerbaijan,2630,Coffee and products,5142,Food,1000 tonnes,40.14,47.58,3,3,3,3,3,3,4,4,5,4
AZE,52,Azerbaijan,2633,Cocoa Beans and products,5142,Food,1000 tonnes,40.14,47.58,1919,2089,2206,2186,2323,2239,2375,2511,2570,2672
AZE,52,Azerbaijan,2635,Tea (including mate),5142,Food,1000 tonnes,40.14,47.58,2138,2194,2224,1825,2000,2249,2341,2473,2651,2524
AZE,52,Azerbaijan,2640,Pepper,5142,Food,1000 tonnes,40.14,47.58,171,181,181,149,159,179,189,189,201,200
AZE,52,Azerbaijan,2641,Pimento,5142,Food,1000 tonnes,40.14,47.58,0,0,1,1,0,0,0,2,0,0
AZE,52,Azerbaijan,2645,"Spices, Other",5142,Food,1000 tonnes,40.14,47.58,80,78,80,84,87,86,83,82,76,77
AZE,52,Azerbaijan,2655,Wine,5142,Food,1000 tonnes,40.14,47.58,183,146,124,131,140,142,139,152,154,163
AZE,52,Azerbaijan,2656,Beer,5142,Food,1000 tonnes,40.14,47.58,95,68,95,83,89,160,157,172,186,125
AZE,52,Azerbaijan,2657,"Beverages, Fermented",5142,Food,1000 tonnes,40.14,47.58,2807,2945,3113,3338,3304,3677,3432,3901,3819,3731
AZE,52,Azerbaijan,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,40.14,47.58,8,1,0,8,96,98,80,88,75,66
AZE,52,Azerbaijan,2731,Bovine Meat,5142,Food,1000 tonnes,40.14,47.58,87,88,111,150,148,137,120,130,119,127
AZE,52,Azerbaijan,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,40.14,47.58,4561,3585,3052,3293,3722,4888,4572,5146,5065,5798
AZE,52,Azerbaijan,2733,Pigmeat,5142,Food,1000 tonnes,40.14,47.58,2806,2892,2956,3039,3084,2839,2934,3007,2901,3174
AZE,52,Azerbaijan,2734,Poultry Meat,5142,Food,1000 tonnes,40.14,47.58,112,122,116,120,130,120,115,93,112,109
AZE,52,Azerbaijan,2735,"Meat, Other",5142,Food,1000 tonnes,40.14,47.58,2152,1445,1596,1608,2497,1625,2011,2077,2487,2439
AZE,52,Azerbaijan,2736,"Offals, Edible",5142,Food,1000 tonnes,40.14,47.58,820,785,601,899,833,900,926,923,938,1032
AZE,52,Azerbaijan,2740,"Butter, Ghee",5142,Food,1000 tonnes,40.14,47.58,55,45,57,56,54,38,38,37,37,33
AZE,52,Azerbaijan,2743,Cream,5142,Food,1000 tonnes,40.14,47.58,7,6,6,6,7,8,7,10,10,9
AZE,52,Azerbaijan,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,1,0,2
AZE,52,Azerbaijan,2781,"Fish, Body Oil",5142,Food,1000 tonnes,40.14,47.58,8,7,7,9,9,9,7,8,9,7
AZE,52,Azerbaijan,2744,Eggs,5142,Food,1000 tonnes,40.14,47.58,146,195,208,225,251,301,313,313,328,310
AZE,52,Azerbaijan,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,0,0,0
AZE,52,Azerbaijan,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,40.14,47.58,1715,1770,1681,1808,1808,1811,1926,1864,1956,1971
AZE,52,Azerbaijan,2761,Freshwater Fish,5142,Food,1000 tonnes,40.14,47.58,1615,1542,1509,1599,1535,1678,1791,1828,2166,2365
AZE,52,Azerbaijan,2762,Demersal Fish,5142,Food,1000 tonnes,40.14,47.58,214,203,183,199,189,182,160,167,151,167
AZE,52,Azerbaijan,2763,Pelagic Fish,5142,Food,1000 tonnes,40.14,47.58,3,3,3,3,3,3,4,4,5,4
AZE,52,Azerbaijan,2764,"Marine Fish, Other",5142,Food,1000 tonnes,40.14,47.58,1919,2089,2206,2186,2323,2239,2375,2511,2570,2672
AZE,52,Azerbaijan,2765,Crustaceans,5142,Food,1000 tonnes,40.14,47.58,2138,2194,2224,1825,2000,2249,2341,2473,2651,2524
AZE,52,Azerbaijan,2766,Cephalopods,5142,Food,1000 tonnes,40.14,47.58,171,181,181,149,159,179,189,189,201,200
AZE,52,Azerbaijan,2767,"Molluscs, Other",5142,Food,1000 tonnes,40.14,47.58,0,0,1,1,0,0,0,2,0,0
AZE,52,Azerbaijan,2769,"Aquatic Animals, Others",5142,Food,1000 tonnes,40.14,47.58,80,78,80,84,87,86,83,82,76,77
AZE,52,Azerbaijan,2775,Aquatic Plants,5142,Food,1000 tonnes,40.14,47.58,183,146,124,131,140,142,139,152,154,163
AZE,52,Azerbaijan,2680,Infant food,5142,Food,1000 tonnes,40.14,47.58,95,68,95,83,89,160,157,172,186,125
AZE,52,Azerbaijan,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,40.14,47.58,2807,2945,3113,3338,3304,3677,3432,3901,3819,3731
AZE,52,Azerbaijan,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,40.14,47.58,8,1,0,8,96,98,80,88,75,66
AZE,52,Azerbaijan,2907,Starchy Roots,5521,Feed,1000 tonnes,40.14,47.58,87,88,111,150,148,137,120,130,119,127
AZE,52,Azerbaijan,2907,Starchy Roots,5142,Food,1000 tonnes,40.14,47.58,4561,3585,3052,3293,3722,4888,4572,5146,5065,5798
AZE,52,Azerbaijan,2908,Sugar Crops,5521,Feed,1000 tonnes,40.14,47.58,2806,2892,2956,3039,3084,2839,2934,3007,2901,3174
AZE,52,Azerbaijan,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,40.14,47.58,112,122,116,120,130,120,115,93,112,109
AZE,52,Azerbaijan,2911,Pulses,5521,Feed,1000 tonnes,40.14,47.58,2152,1445,1596,1608,2497,1625,2011,2077,2487,2439
AZE,52,Azerbaijan,2911,Pulses,5142,Food,1000 tonnes,40.14,47.58,820,785,601,899,833,900,926,923,938,1032
AZE,52,Azerbaijan,2912,Treenuts,5142,Food,1000 tonnes,40.14,47.58,55,45,57,56,54,38,38,37,37,33
AZE,52,Azerbaijan,2913,Oilcrops,5521,Feed,1000 tonnes,40.14,47.58,7,6,6,6,7,8,7,10,10,9
AZE,52,Azerbaijan,2913,Oilcrops,5142,Food,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,1,0,2
AZE,52,Azerbaijan,2914,Vegetable Oils,5142,Food,1000 tonnes,40.14,47.58,8,7,7,9,9,9,7,8,9,7
AZE,52,Azerbaijan,2918,Vegetables,5521,Feed,1000 tonnes,40.14,47.58,146,195,208,225,251,301,313,313,328,310
AZE,52,Azerbaijan,2918,Vegetables,5142,Food,1000 tonnes,40.14,47.58,0,0,0,0,0,0,0,0,0,0
AZE,52,Azerbaijan,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,40.14,47.58,1715,1770,1681,1808,1808,1811,1926,1864,1956,1971
AZE,52,Azerbaijan,2922,Stimulants,5142,Food,1000 tonnes,40.14,47.58,1615,1542,1509,1599,1535,1678,1791,1828,2166,2365
AZE,52,Azerbaijan,2923,Spices,5142,Food,1000 tonnes,40.14,47.58,214,203,183,199,189,182,160,167,151,167
AZE,52,Azerbaijan,2924,Alcoholic Beverages,5142,Food,1000 tonnes,40.14,47.58,3,3,3,3,3,3,4,4,5,4
AZE,52,Azerbaijan,2943,Meat,5142,Food,1000 tonnes,40.14,47.58,1919,2089,2206,2186,2323,2239,2375,2511,2570,2672
AZE,52,Azerbaijan,2945,Offals,5142,Food,1000 tonnes,40.14,47.58,2138,2194,2224,1825,2000,2249,2341,2473,2651,2524
AZE,52,Azerbaijan,2946,Animal fats,5142,Food,1000 tonnes,40.14,47.58,171,181,181,149,159,179,189,189,201,200
AZE,52,Azerbaijan,2949,Eggs,5142,Food,1000 tonnes,40.14,47.58,0,0,1,1,0,0,0,2,0,0
AZE,52,Azerbaijan,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,40.14,47.58,80,78,80,84,87,86,83,82,76,77
AZE,52,Azerbaijan,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,40.14,47.58,183,146,124,131,140,142,139,152,154,163
AZE,52,Azerbaijan,2960,"Fish, Seafood",5142,Food,1000 tonnes,40.14,47.58,95,68,95,83,89,160,157,172,186,125
AZE,52,Azerbaijan,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,40.14,47.58,2807,2945,3113,3338,3304,3677,3432,3901,3819,3731
AZE,52,Azerbaijan,2928,Miscellaneous,5142,Food,1000 tonnes,40.14,47.58,8,1,0,8,96,98,80,88,75,66
AZE,12,Bahamas,2511,Wheat and products,5142,Food,1000 tonnes,25.03,-77.4,87,88,111,150,148,137,120,130,119,127
AZE,12,Bahamas,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,25.03,-77.4,3,3,3,3,3,3,4,4,4,4
AZE,12,Bahamas,2513,Barley and products,5521,Feed,1000 tonnes,25.03,-77.4,0,0,0,0,0,0,0,0,0,0
AZE,12,Bahamas,2513,Barley and products,5142,Food,1000 tonnes,25.03,-77.4,0,0,0,0,0,0,0,0,0,1
AZE,12,Bahamas,2514,Maize and products,5521,Feed,1000 tonnes,25.03,-77.4,0,0,0,1,0,1,1,2,2,2
AZE,12,Bahamas,2514,Maize and products,5142,Food,1000 tonnes,25.03,-77.4,0,0,0,0,0,0,0,0,1,1
AZE,12,Bahamas,2515,Rye and products,5521,Feed,1000 tonnes,25.03,-77.4,0,0,0,0,0,0,0,0,0,0
AZE,12,Bahamas,2515,Rye and products,5142,Food,1000 tonnes,25.03,-77.4,0,0,0,0,0,0,0,0,0,0
